11813_EXE22_2025_IVF5LA_PBC74148,11813_EXE22_2025_IVF5LA_PBC74148_barcode20.fastq.gz,2800000
11813_EXE_01_2024_7_PBC74148,11813_EXE_01_2024_7_PBC74148_barcode06.fastq.gz,2800000
11813_EXE_01_2025_M_PBC74148,11813_EXE_01_2025_M_PBC74148_barcode42.fastq.gz,2800000
11813_EXE_03_2025_A_PBC74148,11813_EXE_03_2025_A_PBC74148_barcode43.fastq.gz,2800000
11813_EXE_05_2024_A_PBC74148,11813_EXE_05_2024_A_PBC74148_barcode05.fastq.gz,2800000
11813_EXE_06_2024_E_PBC74148,11813_EXE_06_2024_E_PBC74148_barcode04.fastq.gz,2800000
11813_EXE_08_2024_A_PBC74148,11813_EXE_08_2024_A_PBC74148_barcode32.fastq.gz,2800000
11813_EXE_09_2024_B_PBC74148,11813_EXE_09_2024_B_PBC74148_barcode03.fastq.gz,2800000
11813_EXE_12_2025_A_PBC74148,11813_EXE_12_2025_A_PBC74148_barcode10.fastq.gz,2800000
11813_EXE_13_2025_H_PBC74148,11813_EXE_13_2025_H_PBC74148_barcode07.fastq.gz,2800000
11813_EXE_19_2024_M_PBC74148,11813_EXE_19_2024_M_PBC74148_barcode33.fastq.gz,2800000
11813_EXE_20_2024_J_PBC74148,11813_EXE_20_2024_J_PBC74148_barcode02.fastq.gz,2800000
11813_EXE_20_2025_B_PBC74148,11813_EXE_20_2025_B_PBC74148_barcode16.fastq.gz,2800000
11813_EXE_21_2025_F_PBC74148,11813_EXE_21_2025_F_PBC74148_barcode17.fastq.gz,2800000
11813_EXE_22_2025_DG1LF_PBC7,11813_EXE_22_2025_DG1LF_PBC74148_barcode19.fastq.gz,2800000
11813_EXE_22_2025_DG3A_PBC74148_barcode18,11813_EXE_22_2025_DG3A_PBC74148_barcode18.fastq.gz,2800000
11813_EXE_22_2025_T1A_PBC74148,11813_EXE_22_2025_T1A_PBC74148_barcode11.fastq.gz,2800000
11813_EXE_23_2025_L_PBC74148,11813_EXE_23_2025_L_PBC74148_barcode15.fastq.gz,2800000
11813_EXE_24_2025_A_PBC74148,11813_EXE_24_2025_A_PBC74148_barcode13.fastq.gz,2800000
11813_EXE_24_2025_E_PBC74148,11813_EXE_24_2025_E_PBC74148_barcode14.fastq.gz,2800000
11813_EXE_25_2025_25N_PBC74148,11813_EXE_25_2025_25N_PBC74148_barcode12.fastq.gz,2800000
11813_EXE_26_2025_A_PBC74148,11813_EXE_26_2025_A_PBC74148_barcode21.fastq.gz,2800000
11813_EXE_26_2025_C_PBC74148,11813_EXE_26_2025_C_PBC74148_barcode22.fastq.gz,2800000
11813_EXE_27_2025_A_PBC74148,11813_EXE_27_2025_A_PBC74148_barcode23.fastq.gz,2800000
11813_EXE_27_2025_D_PBC74148,11813_EXE_27_2025_D_PBC74148_barcode24.fastq.gz,2800000
11813_EXE_28_2025_A_PBC74148,11813_EXE_28_2025_A_PBC74148_barcode25.fastq.gz,2800000
11813_EXE_28_2025_W_PBC74148,11813_EXE_28_2025_W_PBC74148_barcode26.fastq.gz,2800000
11813_EXE_29_2025_HH_PBC74148,11813_EXE_29_2025_HH_PBC74148_barcode28.fastq.gz,2800000
11813_EXE_29_2025_K_PBC74148,11813_EXE_29_2025_K_PBC74148_barcode44.fastq.gz,2800000
11813_EXE_29_2025_V_PBC74148,11813_EXE_29_2025_V_PBC74148_barcode27.fastq.gz,2800000
11813_EXE_30_2024_F_PBC74148,11813_EXE_30_2024_F_PBC74148_barcode34.fastq.gz,2800000
11813_EXE_30_2024_G_PBC74148,11813_EXE_30_2024_G_PBC74148_barcode35.fastq.gz,2800000
11813_EXE_30_2025_L_PBC74148,11813_EXE_30_2025_L_PBC74148_barcode29.fastq.gz,2800000
11813_EXE_30_2025_R_PBC74148,11813_EXE_30_2025_R_PBC74148_barcode30.fastq.gz,2800000
11813_EXE_30_2025_S_PBC74148,11813_EXE_30_2025_S_PBC74148_barcode31.fastq.gz,2800000
11813_EXE_32_2024_G_PBC74148,11813_EXE_32_2024_G_PBC74148_barcode36.fastq.gz,2800000
11813_EXE_33_2024_C_PBC74148,11813_EXE_33_2024_C_PBC74148_barcode37.fastq.gz,2800000
11813_EXE_33_2024_E_PBC74148,11813_EXE_33_2024_E_PBC74148_barcode38.fastq.gz,2800000
11813_EXE_33_2024_F_PBC74148,11813_EXE_33_2024_F_PBC74148_barcode39.fastq.gz,2800000
11813_EXE_34_2024_C_PBC74148,11813_EXE_34_2024_C_PBC74148_barcode40.fastq.gz,2800000
11813_EXE_34_2024_P_PBC74148,11813_EXE_34_2024_P_PBC74148_barcode41.fastq.gz,2800000
11813_EX_23_2024_K_PBC74148,11813_EX_23_2024_K_PBC74148_barcode01.fastq.gz,2800000
